MacAddress,Company
00:50:C2:F6:E,Smith Meter
10:54:D2:3,Little Array Technology (Shenzhen) Co.
A0:02:4A:1,Vitec Imaging Solutions Spa
8C:55:70:C,Antronix Inc.
30:53:C1,CRESYN
00:62:EC,Cisco Systems
20:0A:0D:6,Austin Hughes Electronics Ltd.
00:30:BE,City-Net Technology
00:22:3F,NETGEAR
00:0A:68,Solarflare Communications Inc.
44:3D:21,Nuvolt
38:63:BB,Hewlett Packard
70:B3:D5:1D:3,AIROBOT O??
00:20:1F,BEST POWER TECHNOLOGY
90:15:64:4,Kontakt Micro-Location Sp z o.o.
38:56:B5,Peerbridge Health Inc
74:19:F8:B,IDEXX Laboratories
00:90:0C,Cisco Systems
58:C4:1E:3,Lemco IKE
00:0A:E2,Binatone Electronics International
A4:4F:29:6,Selektro Power Inc
40:D8:55:1B:D,HORIBA ABX SAS
7C:78:B2,Wyze Labs Inc
98:F0:83,HUAWEI TECHNOLOGIES CO.
50:FF:99:9,Sea Eagle Optoelectronic Information Technology(Tianjin)co
5C:34:00,Hisense Electric Co.
FC:1A:46,Samsung Electronics Co.
00:1F:DA,Nortel Networks
00:0F:41,Zipher Ltd
00:80:B5,UNITED NETWORKS INC.
8C:1F:64:A4:8,Wallenius Water Innovation AB
54:B8:02,Samsung Electronics Co.
00:18:22,CEC TELECOM CO.
08:00:26,NORSK DATA A.S.
00:24:30,Ruby Tech Corp.
00:00:E4,IN2 GROUPE INTERTECHNIQUE
70:B3:D5:3B:C,SciTronix
D8:9E:F3,Dell Inc.
5C:3E:1B,Apple
00:21:68,iVeia
C8:A7:0A,Verizon Business
E4:FB:8F,MOBIWIRE MOBILES (NINGBO) CO.
64:2C:0F,vivo Mobile Communication Co.
00:0C:33,Compucase Enterprise Co. Ltd.
40:D8:55:08:5,Peek Traffic Corporation
70:B3:D5:ED:C,J.D. Koftinoff Software
6C:15:24:B,Annapurna labs
00:09:EB,HuMANDATA LTD.
40:66:7A,mediola - connected living AG
00:09:2E,BTech System Inc.
3C:35:76,ITEL MOBILE LIMITED
A0:EC:F9,Cisco Systems
18:C1:9D,Integrated Device Technology (Malaysia) Sdn. Bhd.
8C:59:3C:2,Beida Jade Bird Universal Fire Alarm Device CO.
88:36:5F,LG Electronics (Mobile Communications)
D0:04:B0,Samsung Electronics Co.
0C:05:35,Juniper Systems
90:0A:39,Wiio
00:A0:27,FIREPOWER SYSTEMS
E4:12:26,Continental Automotive Romania SLR
8C:1F:64:D1:9,YNM SYSTEMS INC.
00:05:CC,Sumtel Communications
0C:8B:D3,ITEL MOBILE LIMITED
90:2C:FB,CanTops Co
70:B3:D5:00:C,EXARA Group
F0:1B:24,zte corporation
A0:C6:EC,ShenZhen ANYK Technology Co.
70:B3:D5:BD:B,Power Electronics Espana
00:16:C2,Avtec Systems Inc
00:15:30,Dell EMC
54:72:4F,Apple
A0:3B:E3,Apple
00:50:C2:F8:3,GSP Sprachtechnologie GmbH
6C:5C:3D,IEEE Registration Authority
B0:95:8E,TP-LINK TECHNOLOGIES CO.
00:00:95,SONY TEKTRONIX CORP.
70:38:B4,Low Tech Solutions
E4:74:50,Shenzhen Grandsun Electronic Co.
74:78:A6,Fortinet
8C:1F:64:79:1,Otis Technology and Development(Shanghai) Co.
48:45:20,Intel Corporate
24:21:24,Nokia
28:18:78,Microsoft Corporation
40:D8:55:0A:B,Enel doo Belgrade
24:65:11,AVM GmbH
D0:15:BB:7,New Tech IoT
00:C5:2C,Juniper Networks
00:1B:D2,ULTRA-X ASIA PACIFIC Inc.
18:D7:93:8,Torsa Global
00:C0:1B,SOCKET COMMUNICATIONS
00:0A:6B,Tadiran Telecom Business Systems LTD
74:4D:6D,HUAWEI TECHNOLOGIES CO.
7C:4A:82,Portsmith LLC
00:A0:F1,MTI
3C:24:F0:9,Siemens AG - Siemens Deutschland Mobility
C8:FF:BF:8,Shenzhen Fengrunda Technology Co.
D0:6C:37,ikeja wireless (pty) ltd
B8:50:D8,Beijing Xiaomi Mobile Software Co.
E0:2E:0B,Intel Corporate
00:50:C2:98:D,Mecos AG
00:40:44,QNIX COMPUTER CO.
18:22:7E,Samsung Electronics Co.
B4:D8:A9,BetterBots
00:21:DB,Santachi Video Technology (Shenzhen) Co.
54:6C:0E,Texas Instruments
00:09:31,Future Internet
38:5F:66,Cisco SPVTG
00:1E:27,SBN TECH Co.
00:27:0F,Envisionnovation Inc
F4:69:D5:A,ShenZhenShi EVADA technology Co.
00:01:35,KDC Corp.
00:08:7A,Wipotec GmbH
E0:18:9F,EM Microelectronic
58:00:BB,Juniper Networks
6C:14:F7,ErhardtLeimer GmbH
00:50:C2:7B:2,A.D.I Video technologies
00:90:2D,DATA ELECTRONICS (AUST.) PTY
08:00:72,XEROX CORP UNIV GRANT PROGRAM
00:50:C2:80:D,Acube Systems s.r.l.
00:1A:6B,Universal Global Scientific Industrial Co.
78:44:4A,Shenzhen Aiwinn information Technology Co.
A8:42:E3,Espressif Inc.
70:CD:60,Apple
78:5F:36,Shenzhen Skyworth  Digital  Technology  CO.
B4:EF:30,Shanghai SYH Technology CO.
00:14:AD,Gassner Wiege- und Me??technik GmbH
C4:83:72:5,Wuhan Da Ta Technologies Co.
00:13:40,AD.EL s.r.l.
24:BA:13,RISO KAGAKU CORPORATION
00:13:D7,SPIDCOM Technologies SA
00:0A:58,Freyer  Siegel Elektronik GmbH  Co. KG
70:B3:D5:82:2,Angora Networks
00:50:C2:73:C,Simicon
A8:4F:B1,Cisco Systems
40:56:0C,In Home Displays Ltd
A8:63:F2,Texas Instruments
14:D1:1F,HUAWEI TECHNOLOGIES CO.
3C:9E:C7,BSkyB Ltd
F4:90:CB,IEEE Registration Authority
00:21:B6,Triacta Power Technologies Inc.
8C:55:70:D,EPSa Elektronik  Pr??zisionsbau Saalfeld GmbH
8C:01:9D,Arista Networks
74:EC:B2,Amazon Technologies Inc.
70:BD:D2,Adva Network Security GmbH
0C:72:74,AVM Audiovisuelles Marketing und Computersysteme GmbH
00:04:F8,QUALICABLE TV Industria E Com.
00:1C:64,LandisGyr
00:21:36,ARRIS Group
8C:1F:64:D4:D,Liburdi Dimetrics Corp.
B8:37:B2,Aruba
38:B5:C9,INGRAM MICRO SERVICES
78:57:73,HUAWEI TECHNOLOGIES CO.
F8:DA:DF,EcoTech
00:18:DC,Prostar Co.
00:50:C2:34:5,ACT
C4:42:02,Samsung Electronics Co.
70:B3:D5:88:B,WUHAN EASYLINKIN TECHNOLOGY co.
70:B3:D5:E7:5,Nke
8C:1F:64:D7:B,Global Design Solutions Korea
84:17:15,GP Electronics (HK) Ltd.
84:41:67,Apple
00:03:6C,Cisco Systems
00:13:E1,Iprobe AB
00:2C:C8,Cisco Systems
8C:5F:48,Continental Intelligent Transportation Systems LLC
00:1C:2C,Synapse
64:42:14,Swisscom Energy Solutions AG
48:65:EE:A,Shenzhen Inpor cloud Computing Co.
88:A6:EF:7,TRUWIN
20:32:6C,Samsung Electronics Co.
BC:31:98:9,Baisstar (Shenzhen) Intelligence Co.
A8:E2:C1,Texas Instruments
00:05:61,nac Image Technology
B4:52:7E,Sony Mobile Communications Inc
3C:FA:D3:E,Mirico
B0:98:BC,Huawei Device Co.
C8:EF:2E,Beijing Gefei Tech. Co.
00:50:C2:27:4,Fundaci??n TECNALIA Research  Innovation
00:1B:C5:06:5,Plair Media Inc.
00:30:92,Kontron Electronics AG
00:09:C5,KINGENE Technology Corporation
C0:D5:E2,Samsung Electronics Co.
00:08:C6,Philips Consumer Communications
D0:3D:52,Ava Security Limited
F0:AA:0B,Arra Networks Spectramesh
18:38:AE,CONSPIN SOLUTION
C4:D4:38,HUAWEI TECHNOLOGIES CO.
00:50:C2:52:D,Smartcom-Bulgaria AD
20:E0:9C,Nokia
2C:C2:60,Oracle Corporation 
8C:1F:64:2E:5,GS Elektromedizinsiche Ger??te G. Stemple GmbH
34:BD:F9,Shanghai WDK Industrial Co.
00:19:33,Strix Systems
70:B3:D5:DF:7,Refecor Oy
48:21:0B,PEGATRON CORPORATION
B4:47:5E,Avaya Inc
7C:47:7C:5,Midwest Microwave Solutions
48:FC:B6,LAVA INTERNATIONAL(H.K) LIMITED
B0:1B:4B,Invisible Fun Studio Limited
00:1B:C5:0A:1,Hangzhou Zhiping Technology Co.
00:11:DE,EURILOGIC
00:50:C2:68:3,MEGGITT Safety System
E0:38:2D:C,SiLAND Chengdu Technology Co.
2C:FC:E4,CTEK Sweden AB
8C:1F:64:A3:2,Nautel LTD
A4:58:0F:1,Stone Lock Global
E8:AB:F3,HUAWEI TECHNOLOGIES CO.
9C:F4:8E,Apple
00:24:22,Knapp Logistik Automation GmbH
00:25:C7,altek Corporation
40:62:EE,Chicony Electronics Co.
00:06:AF,Xalted Networks
00:07:94,Simple Devices
20:64:DE,Sunitec Enterprise Co.
54:47:D3,TSAT AS
00:59:07,LenovoEMC Products USA
00:18:0A,Cisco Meraki
84:B3:86:E,NINGBO XINSUAN TECHNOLOGY CO.
00:05:78,Private
98:77:E7,Kaonmedia CO.
00:12:24,NexQL Corporation
20:78:0B,Delta Faucet Company
EC:FC:C6,Hewlett Packard Enterprise
9C:1A:25,Apple
8C:1F:64:F3:A,intersaar GmbH
C8:BA:94,SAMSUNG ELECTRO-MECHANICS(THAILAND)
8C:1F:64:69:F,Insightec
00:50:C2:D4:7,RohdeSchwarz Topex SA
00:25:11,Elitegroup Computer Systems Co.
60:15:92:1,RTDS Technologies Inc.
00:E0:7F,LOGISTISTEM s.r.l.
EC:BA:FE,GIROPTIC
40:D8:55:03:B,Telcomkorea
40:D8:55:04:8, GD Mission Systems
00:50:C2:87:5,Phytec Messtechnik GmbH
00:50:C2:93:A,ALPHATRONICS nv
F8:4A:73,EUMTECH CO.
00:22:A2,Xtramus Technologies
00:03:56,Wincor Nixdorf International GmbH
5C:DC:49,Samsung Electronics Co.
38:43:69,Patrol Products Consortium LLC
00:C0:A0,ADVANCE MICRO RESEARCH
30:AE:F6,Radio Mobile Access
3C:39:E7:C,VANSTONE ELECTRONIC (BEIJING)CO
00:50:C2:AD:9,elettrondata srl
00:14:B0,Naeil Community
F4:A1:7F,Marquardt Electronics Technology (Shanghai) Co.Ltd
00:50:C2:1D:9,EDC
8C:87:26,VAST Data Inc
D4:1D:71,Palo Alto Networks
D0:F9:9B,zte corporation
1C:3B:01,Shanghai Xiaodu Technology Limited
00:09:B5,3J Tech. Co.
04:86:80,Quectel Wireless Solutions Co.
B8:F0:B9,zte corporation
00:21:84,POWERSOFT SRL
70:DA:9C,TECSEN
10:07:B6,Samsung Electronics Co.
1C:5D:80,Mitubishi Hitachi Power Systems Industries Co.
10:78:CE,Hanvit SI
4C:82:37,Telink Micro LLC
F8:B5:68:A,SinePulse GmbH
60:3E:7B,Gafachi
48:5F:99,Cloud Network Technology (Samoa) Limited
70:B3:D5:9A:F,Shanghai Brellet Telecommunication Technology Co.
24:6A:0E,HP Inc.
20:E8:74,Apple
00:0D:31,Compellent Technologies
D4:43:A8,Changzhou Haojie Electric Co.
58:59:24,Nanjing Simon Info Tech Co.
1C:C0:E1:3,HANGZHOU SOFTEL OPTIC CO.
10:E7:7A,STMicrolectronics International NV
00:50:96,SALIX TECHNOLOGIES
48:ED:80,daesung eltec
00:0B:84,BODET
70:B3:D5:48:0,Emergency Lighting Products Limited
70:B3:D5:5C:8,YUYAMA MFG Co.
90:21:55,HTC Corporation
00:50:C2:03:E,MSU UK Ltd
C4:36:DA,Rusteletech Ltd.
BC:69:CB,Panasonic Life Solutions Networks Co.
00:C5:85,Apple
74:A5:7E,Panasonic Ecology Systems
00:1A:FD,EVOLIS
00:80:73,DWB ASSOCIATES
68:A6:82,Shenzhen YOUHUA Technology Co.
00:00:BD,Mitsubishi Cable Industries
7C:8D:9C,Edgecore Americas Networking Corporation
08:F4:AB,Apple
00:10:39,Vectron Systems AG
40:B4:F0,Juniper Networks
70:B3:D5:1E:D,SUS Corporation
00:16:78,SHENZHEN BAOAN GAOKE ELECTRONICS CO.
CC:A4:62,ARRIS Group
00:60:0D,Digital Logic GmbH
7C:B0:C2,Intel Corporate
94:C9:B7:C,Jinjin Technology (Shenzhen) Co.
00:1E:77,Air2App
70:B3:D5:75:6,TimeMachines Inc.
00:1B:21,Intel Corporate
68:A8:E1,Wacom Co.
24:B2:DE,Espressif Inc.
B4:4B:D6:7,Taizhou convergence Information technology Co.
70:B3:D5:21:A,Acutronic Link Robotics AG
00:08:CF,Nippon Koei Power Systems Co.
00:23:75,ARRIS Group
68:91:D0:8,solvimus GmbH
70:B3:D5:D8:5,BTG Instruments AB
88:B4:BE,HUAWEI TECHNOLOGIES CO.
48:65:EE:4,Mission Microwave Technologies
E0:E7:51,Nintendo Co.
D0:96:86:C,ECS s.r.l.
80:28:3C,Sonova AG
0C:84:47,Fiberhome Telecommunication Technologies Co.
8C:1F:64:84:2,Potter Electric Signal Co. LLC
2C:EC:A6,HUAWEI TECHNOLOGIES CO.
70:B3:D5:E4:E,Midfin Systems
70:B3:D5:4F:9,OptoPrecision GmbH
00:50:C2:C5:A,Commotive AS
70:B3:D5:A5:F,Daatrics LTD
A8:96:09,FN-LINK TECHNOLOGY Ltd.
18:9A:67,CSE-Servelec Limited
74:5B:C5:E,Qingdao Wintec System Co.
D0:B6:0A,Xingluo Technology Company  Limited
00:0E:DF,PLX Technology
80:41:4E,BBK EDUCATIONAL ELECTRONICS CORP.
00:50:C2:AB:E,AP Labs
48:E3:C3,JENOPTIK Advanced Systems GmbH
A4:6C:F1,Samsung Electronics Co.
58:B0:FE,Team EPS GmbH
00:09:36,Ipetronik GmbH  Co. KG
70:B3:D5:EF:7,DAVE SRL
B4:A8:B9,Cisco Systems
B0:E7:DE,Homa Technologies JSC
14:34:F6,LV SOLUTION SDN. BHD.
54:E3:B0,JVL Industri Elektronik
8C:1F:64:66:1,Spyder Controls Corp.
B0:0A:D5,zte corporation
64:75:DA,Arcadyan Corporation
8C:A6:82:8,Schok LLC
00:A0:8F,DESKNET SYSTEMS
78:10:53,China Mobile Group Device Co.
64:9C:F3,Fiberhome Telecommunication Technologies Co.
70:B3:D5:1B:4,5nines
00:00:6D,CRAY COMMUNICATIONS
00:40:D1,FUKUDA DENSHI CO.
70:B3:D5:82:4,Songwoo Information  Technology Co.
00:50:C2:43:B,A3IP
00:04:A2,L.S.I. Japan Co.
00:50:C2:FB:8,TECHNO CO.
00:16:52,Hoatech Technologies
00:20:93,LANDINGS TECHNOLOGY CORP.
00:23:3C,Alflex
30:23:64,Nokia Shanghai Bell Co.
60:DC:81,AltoBeam Inc.
48:5E:0E:B,Vital Oricraft Flows Technology Co.
CC:DA:20,Beijing Xiaomi Mobile Software Co.
8C:1F:64:2B:F,Gogo Business Aviation
00:40:B8,IDEA ASSOCIATES
1C:59:74,IEEE Registration Authority
00:80:C2,IEEE 802.1 Working Group
54:D7:E3,Aruba
5C:25:73,Mellanox Technologies
D4:E8:80,Cisco Systems
E0:4E:7A,Nanjing Qinheng Microelectronics Co.
8C:1F:64:41:4,INSEVIS GmbH
CA:3E:A6,Syng
00:0B:EC,NIPPON ELECTRIC INSTRUMENT
08:ED:02:A,Victiana SRL
00:14:AB,Senhai Electronic Technology Co.
70:B3:D5:B6:5,Rotem Industry LTD
94:2A:6F,Ubiquiti Networks Inc.
18:20:32,Apple
00:23:41,Vanderbilt International (SWE) AB 
44:05:3F,Sagemcom Broadband SAS
8C:1F:64:3B:A,MITSUBISHI ELECTRIC INDIA PVT. LTD.
E8:22:B8,Shenzhen Skyworth Digital  Technology  CO.
58:FC:DB:1,Certis Technology International
74:F4:41,Samsung Electronics Co.
00:90:DD,MIHARU COMMUNICATIONS Inc
00:50:C2:D1:F,Olympus NDT Canada Inc.
00:22:2B,Nucomm
00:C0:34,TRANSACTION NETWORK
8C:1F:64:71:D,Epigon spol. s r.o.
00:21:46,Sanmina-SCI
34:29:8F:6,Bellman  Symfon
70:B3:D5:48:4,Hermann Sewerin GmbH
00:35:32,Electro-Metrics Corporation
14:5A:FC,Liteon Technology Corporation
70:B3:D5:D6:B,Uwinloc
00:50:C2:F1:5,Sascal Displays Ltd
C0:F2:FB,Apple
00:0E:B0,Solutions Radio BV
F4:70:0C:3,Union Source Technology(HK)LTD
00:50:C2:00:C,Vbrick Systems Inc.
B8:DE:5E,LONGCHEER TELECOMMUNICATION LIMITED
08:00:69,Silicon Graphics
00:1D:A3,SabiOso
98:D7:E1,Cisco Systems
44:A9:2C:4,NetX Networks a.s.
00:50:C2:27:6,Tieline Research Pty Ltd
28:E9:8E,Mitsubishi Electric Corporation
38:7B:47,AKELA
00:1E:E9,Stoneridge Electronics AB
18:82:19,Alibaba Cloud Computing Ltd.
00:06:56,Tactel AB
00:50:C2:68:E,SELCO
00:23:67,UniControls a.s.
8C:1F:64:E4:5,Integer.pl S.A.
00:02:60,Accordion Networks
78:3E:A1,Nokia Shanghai Bell Co.
00:19:9E,Nifty
00:0E:8A,Avara Technologies Pty. Ltd.
00:1B:E5,802automation Limited
88:2B:94,MADOKA SYSTEM Co.
00:25:94,Eurodesign BG LTD
08:8E:4F,SF Software Solutions
00:E0:FE,Cisco Systems
00:1D:E7,Marine Sonic Technology
C0:F8:7F,Cisco Systems
00:0E:73,Tpack AS
00:17:19,Audiocodes USA
30:49:50:8,SHENZHEN LDROBOT CO.
08:00:5C,FOUR PHASE SYSTEMS
98:C9:7C,Shenzhen iComm Semiconductor CO.
44:A3:C7,zte corporation
64:0D:E6,Petra Systems
00:12:10,WideRay Corp
00:15:C1,Sony Interactive Entertainment Inc.
E4:F0:42,Google
00:90:0D,Overland Storage Inc.
34:28:40,Apple
00:04:A4,NetEnabled
00:11:74, Mojo Networks
EC:E6:60,Qingdao Hisense Communications Co.
F4:A4:54:8,Shenzhen Cudy Technology Co.
8C:1F:64:CA:E,Ophir Manufacturing Solutions Pte Ltd
00:1F:CE,QTECH LLC
84:39:BE:A,Emotiq s.r.l.
70:F8:E7:B,Photonfocus AG
54:14:A7,Nanjing Qinheng Microelectronics Co.
30:09:F9:E,ZhongLi HengFeng (Shenzhen) Technology co.
E0:9D:B8,PLANEX COMMUNICATIONS INC.
D0:9C:7A,Xiaomi Communications Co Ltd
00:1F:10,TOLEDO DO BRASIL INDUSTRIA DE BALANCAS  LTDA
00:23:45,Sony Mobile Communications Inc
98:C0:EB,Global Regency Ltd
00:40:A5,CLINICOMP INTL.
AC:14:D2,wi-daq
00:0C:7F,synertronixx GmbH
C8:12:0B,Samsung Electronics Co.
CC:1B:E0:1,Beijing Daotongtianxia Co.Ltd.
88:68:5C,Shenzhen ChuangDao  Perpetual Eternal Technology Co.
00:50:C2:9A:A,TEKO TELECOM SpA
1C:11:61,Ciena Corporation
3C:36:6A,HUAWEI TECHNOLOGIES CO.
E4:07:2B,Huawei Device Co.
70:B3:D5:C6:3,Xentech Solutions Limited
64:A9:65,Linkflow Co.
00:14:7F,Thomson Telecom Belgium
00:0B:1A,Industrial Defender
00:15:06,Neo Photonics
78:13:05:0,InnoSenT
FC:29:E3,Infinix mobility limited
00:1F:4D,Segnetics LLC
18:20:A6,Sage Co.
FC:61:79:7,Kvaliteta Systems and Solutions Private Limited 
B4:98:82,Brusa HyPower AG
00:11:3E,JL Corporation
00:50:C2:8C:4,Soldig Industria e Comercio de Equipamentos Eletronicos LTDA
38:47:F2,Recogni Inc
38:73:EA:7,PingGPS Inc
00:11:8E,Halytech Mace
00:04:12,WaveSmith Networks
30:14:4A,Wistron Neweb Corporation
00:1C:00,Entry Point
8C:1F:64:11:7,Grossenbacher Systeme AG
00:60:46,VMETRO
C8:7B:23,Bose Corporation
40:D8:55:06:4,HIPODROMO DE AGUA CALIENTE
90:38:0C,Espressif Inc.
F4:D7:B2,LGS Innovations
40:45:A0,vivo Mobile Communication Co.
CC:45:A5,Texas Instruments
00:50:C2:04:0,MiSPO Co.
70:B3:D5:0F:0,Avionica
00:1D:4B,Grid Connect Inc.
00:0B:26,Wetek Corporation
90:A7:BF,EM Microelectronic
04:D1:6E:A,Metra Electronics
74:5B:C5:D,CELYSS SAS
70:B3:D5:B9:D,Conclusive Engineering
00:0D:48,AEWIN Technologies Co.
00:50:C2:37:F,Foresearch
00:25:76,NELI TECHNOLOGIES
00:30:67,BIOSTAR Microtech Intl Corp.
70:B3:D5:8D:A,MicroElectronics System Co.Ltd
18:C3:F4:0,Scati Labs
40:30:67,Conlog (Pty) Ltd
A4:34:F1,Texas Instruments
70:B3:D5:2C:7,Worldsensing
34:DC:99,New H3C Technologies Co.
04:88:5F,HUAWEI TECHNOLOGIES CO.
00:16:35,Hewlett Packard
68:54:ED,Alcatel-Lucent
A8:8C:EE,MicroMade Galka i Drozdz sp.j.
70:B3:D5:94:5,Symboticware Incorporated
00:22:95,SGM Technology for lighting spa
DC:68:80,zte corporation
2C:A8:9C,Creatz inc.
00:24:4D,Hokkaido Electronics Corporation
78:FE:E2,Shanghai Diveo Technology Co.
A8:5B:36:8,ShangHai SnowLake Technology Co.
18:59:36,Xiaomi Communications Co Ltd
78:B4:6A,HUAWEI TECHNOLOGIES CO.
F8:53:29,HUAWEI TECHNOLOGIES CO.
40:D8:55:05:4,VITEC
28:38:5C,FLEXTRONICS
04:9F:06,Smobile Co.
7C:E2:CA,Juniper Networks
D4:25:CC:1,Eware Information Technology com.
00:01:38,XAVi Technologies Corp.
44:4F:8E,WiZ
FC:83:C6,N-Radio Technologies Co.
00:40:5C,FUTURE SYSTEMS
10:BD:55,Q-Lab Corporation
74:25:84:1,Creative Synergy Ventures Pty. Ltd.
70:B3:D5:86:8,U-JIN Mesco Co.
00:08:57,Polaris Networks
74:DF:BF,Liteon Technology Corporation
00:90:4E,DELEM BV
00:90:A3,Corecess Inc.
00:23:AC,Cisco Systems
50:6F:9A,Wi-Fi Alliance
00:01:D6,manroland AG
DC:74:A8,Samsung Electronics Co.
00:09:A3,Leadfly Techologies Corp. Ltd.
00:04:9A,Cisco Systems
00:22:5E,Uwin Technologies Co.
00:50:C2:0D:2,Real World Computing Partnership
F0:41:C8:D,ATN Media Group FZ LLC
00:19:9B,Diversified Technical Systems
48:6B:2C,BBK EDUCATIONAL ELECTRONICS CORP.
00:06:33,Cross Match Technologies GmbH
50:D7:53,CONELCOM GmbH
00:50:C2:52:5,VASTech
70:B3:D5:BC:D,Sasken Technologies Ltd
1C:FD:08:3,Umeox Innovations Co.
00:0E:91,Navico Auckland Ltd
00:50:C2:F0:B,Treehaven Technologies
00:1B:A7,Lorica Solutions
C0:AC:54,Sagemcom Broadband SAS
A0:46:5A,Motorola Mobility LLC
38:E2:CA,Katun Corporation
70:B3:D5:F5:3,HighTechSystem Co.
A4:E6:B1,Shanghai Joindata Technology Co.
5C:31:3E,Texas Instruments
50:49:21,Cisco Systems
DC:ED:84,Haverford Systems Inc
CC:CC:81,HUAWEI TECHNOLOGIES CO.
60:45:5E,Liptel s.r.o.
3C:42:7E:3,Shenzhen VETAS Communication Technology Co 
28:9E:FC,Sagemcom Broadband SAS
F8:45:C4,Shenzhen Netforward Micro-Electronic Co.
CC:46:4E,Samsung Electronics Co.
40:D8:55:0D:F,Xadi Inc
00:50:C2:21:5,VoiceCom AG
38:AA:3C,SAMSUNG ELECTRO MECHANICS CO.
04:AB:6A,Chun-il Co.
00:25:2C,Entourage Systems
EC:08:6B,TP-LINK TECHNOLOGIES CO.
90:F4:21:7,Senstar Corporation
E8:94:F6,TP-LINK TECHNOLOGIES CO.
00:0F:5E,Veo
80:43:3F,Juniper Networks
4C:E1:73:B,Shanghai Ehong Technology Co.
F8:55:CD,Visteon Corporation
30:A2:20,ARG Telecom
30:6A:85,Samsung Electronics Co.
70:5F:A3,Xiaomi Communications Co Ltd
00:13:C2,WACOM Co.
8C:1F:64:2F:2,ENLESS WIRELESS
70:B3:D5:10:0,Gupsy GmbH
70:B3:D5:F8:D,Flextronics Canafa Design Services
1C:5C:55,PRIMA Cinema
94:93:86,Shenzhen SiACRRIER Industry Machines Co.
EC:C0:7A,Laird Connectivity
70:B3:D5:AD:2,Wart-Elektronik
00:50:C2:CF:1,TelGaAs
A0:D4:2D,G.Tech Technology Ltd.
88:2B:D7,ADD??NERGIE  TECHNOLOGIES
00:11:39,STOEBER ANTRIEBSTECHNIK GmbH  Co. KG.
94:FD:2E,Shanghai Uniscope Technologies Co.
00:50:C2:EE:5,Cytec Zylindertechnik GmbH
00:50:C2:2B:4,Polatis Ltd
1C:64:F0,Motorola Mobility LLC
40:6A:AB,RIM
80:F2:5E,Kyynel
4C:6A:F6,HMD Global Oy
D8:A3:5C,Samsung Electronics Co.
10:06:48:5,Annapurna labs
E8:4C:56,INTERCEPT SERVICES LIMITED
88:91:66,Viewcooper Corp.
88:9C:A6,BTB Korea INC
00:01:59,S1 Corporation
00:10:2C,Lasat Networks AS
AC:D0:74,Espressif Inc.
00:40:E0,ATOMWIDE LTD.
20:A5:CB,Apple
E8:78:29:E,Solos Technology Limited
08:8E:90,Intel Corporate
70:B3:D5:0B:A,Ayre Acoustics
3C:13:CC,Cisco Systems
00:50:C2:DD:D,AA GENERAL SRL
70:B3:D5:89:E,Innovative Control Systems
04:A2:F3,Fiberhome Telecommunication Technologies Co.
9C:A5:77,Osorno Enterprises Inc.
00:D0:22,INCREDIBLE TECHNOLOGIES
00:19:71,Guangzhou Unicomp Technology Co.
98:9E:63,Apple
70:B3:D5:27:1,Code Blue Corporation 
6C:2A:DF:2,DAIKO ELECTRIC CO.
58:85:6E,QSC AG
68:1E:8B,InfoSight Corporation
5C:85:7E:5,Shanghai Yanhe automation technology co.
00:1F:9D,Cisco Systems
68:48:98,Samsung Electronics Co.
00:11:E8,Tixi.Com
20:31:EB,HDSN
0C:47:A9:6,Shenzhen Hahappylife Innovations Electronics Technology Co.
8C:1F:64:0C:8,EA Elektro-Automatik
90:02:A9,Zhejiang Dahua Technology Co.
FC:DB:21,SAMSARA NETWORKS INC
D8:14:D6,SURE SYSTEM Co Ltd
DC:05:2F,National Products Inc.
D0:93:95:D,T-COM LLC
34:5C:F3,Chipsea Technologies (Shenzhen) Corp.
6C:2A:DF:4,Zhejiang Eternal Automation Sci-Tec Co.
78:4B:87,Murata Manufacturing Co.
00:23:98,Vutlan sro
00:50:C2:EC:A,BitWise Controls
AC:EA:EA,HUAWEI TECHNOLOGIES CO.
00:1E:F9,Pascom Kommunikations systeme GmbH.
04:EC:D8,Intel Corporate
70:B3:D5:92:B,ENTEC Electric  Electronic Co.
00:30:A7,SCHWEITZER ENGINEERING
64:E9:50,Cisco Systems
E0:22:02,ARRIS Group
00:04:4D,Cisco Systems
7C:CC:FC,Quectel Wireless Solutions Co.
7C:BA:CC:9,Yongguan Electronic Technology (D.G)LTD
00:19:2D,Nokia Corporation
80:E7:69,Realme Chongqing Mobile Telecommunications Corp.
74:F8:DB,IEEE Registration Authority
CC:1B:E0:8,MDT technologies GmbH
00:1B:C5:0B:5,Exibea AB
A8:88:1F,SERVERCOM (INDIA) PRIVATE LIMITED
E8:81:52,Apple
6C:FE:54,Intel Corporate
A8:C2:52,Huawei Device Co.
70:B3:D5:8B:5,xTom GmbH
70:B3:D5:6D:4,Telerob Gesellschaft f??r Fernhantierungs
00:17:16,Qno Technology Inc.
00:60:E0,AXIOM TECHNOLOGY CO.
84:5C:F3,Intel Corporate
5C:A1:E0,EmbedWay Technologies
C8:F7:04,Building Block Video
00:01:72,TechnoLand Co.
C4:77:64,Samsung Electronics Co.
94:CD:AC,Creowave Oy
80:B7:08,Blue Danube Systems
40:D8:55:0F:E,Cytech Technology Pte Ltd
7C:EF:61,STR Elektronik Josef Schlechtinger GmbH
18:02:AE,vivo Mobile Communication Co.
50:F4:3C,Leeo Inc
70:B3:D5:11:3,iREA System Industry
14:8F:C6,Apple
